Prompt,Intent,Entities
I want all data points related to 172.20.10.5,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Provide every attribute for IP 192.168.10.20,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Give me an IP breakdown for 10.2.3.4,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I need asset information for 192.168.3.33,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Give me all associated fields for 10.0.5.6,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Retrieve full entry for IP 192.168.4.4,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Provide all available info for host 10.10.10.10,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show everything you have about IP 172.31.1.1,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Pull up all info stored for 192.168.6.1,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I'd like all data linked to 10.0.0.77,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Present full metadata for IP 172.16.0.1,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Display full asset profile for 192.168.100.1,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Fetch all IP details on 10.1.2.3,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Retrieve complete host data for 192.168.9.99,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Share all available fields for 10.10.1.1,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Load all database values for 172.17.17.17,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Expose everything tied to IP 192.168.88.88,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show me IP-specific data for 10.3.3.3,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Give me every fact about IP 192.168.5.55,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I want all system details for IP 10.4.4.4,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Pull up the full machine profile of 172.16.5.5,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Grab all info associated with 192.168.7.7,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
What data exists for 10.0.8.8?,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Pull every related data point for 192.168.3.3,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Provide a detailed view for IP 10.2.2.2,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show all known details for 172.20.20.20,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Load full host record for IP 192.168.6.66,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Display asset overview of 10.0.0.100,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Give me deep data on IP 192.168.1.101,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Fetch everything on 172.16.16.16,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Get system snapshot for IP 10.0.9.9,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Tell me all you know about 192.168.4.44,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I want a complete dossier for 10.5.5.5,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Reveal all stored data for 192.168.22.22,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
What's the database entry for 10.1.1.11?,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Retrieve entire host info for 172.30.30.30,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I need a comprehensive lookup for 192.168.50.50,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show every column related to IP 10.0.6.6,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Output all system-level data for 192.168.9.9,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Extract full row for IP 10.0.10.10,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Collect complete profile of 192.168.70.70,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Enumerate all fields for 172.18.18.18,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Present exhaustive IP details for 10.1.4.4,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Report everything about host 192.168.60.60,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
View complete IP summary for 10.6.6.6,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show all recorded values for 192.168.55.55,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Give all available data regarding 10.10.10.20,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
What’s stored in the system about IP 192.168.66.66,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Print all facts linked to IP 10.8.8.8,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Reveal asset and vuln data for IP 192.168.101.101,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Give a full inventory for IP 10.0.1.9,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Load all threat info for 172.16.9.9,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Query the database for full IP details 192.168.19.19,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Tell me everything registered for IP 10.9.9.9,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Dump every database field for 192.168.81.81,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Bring up full IP profile of 10.11.11.11,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Print complete system entry for 192.168.10.10,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Compile all information about IP 10.7.7.7,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
What’s logged under IP 192.168.99.99,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I want every detail on host 10.12.12.12,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Load record for 192.168.33.33,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Query all columns for 10.13.13.13,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show full host data on 172.21.21.21,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Pull full metadata of IP 192.168.111.111,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Scan and display all asset info for 10.14.14.14,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Bring up all vulnerability data for 192.168.44.44,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I’d like a detailed asset profile of 10.15.15.15,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Fetch the entire database row for IP 192.168.123.123,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Search and list all fields for 10.16.16.16,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Retrieve all saved values for IP 192.168.132.132,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Get the full JSON-like object for IP 10.17.17.17,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I want everything logged about 192.168.141.141,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
What does the system know about 10.18.18.18,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Compile host details for 192.168.151.151,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Pull all stored IP entry data for 10.19.19.19,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Bring up full set of fields for 192.168.161.161,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
List everything recorded for IP 10.20.20.20,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show stored metadata about host 192.168.171.171,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Display all findings for IP 10.21.21.21,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Retrieve all IP context details for 192.168.181.181,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Fetch all configuration values of 10.22.22.22,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Provide a complete field summary for 192.168.191.191,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Scan host IP 10.23.23.23 and show full data,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Get details and tags for IP 192.168.201.201,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Dump all internal attributes for 10.24.24.24,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Uncover everything stored about 192.168.211.211,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
I need detailed technical data for 10.25.25.25,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Print all fields for IP 192.168.221.221,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Grab the full entry for 10.26.26.26,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Generate full asset report for 192.168.231.231,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Get all plugin-related info for IP 10.27.27.27,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Print system values stored under 192.168.241.241,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show full vulnerability list for IP 10.28.28.28,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Print metadata for IP host 192.168.251.251,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Find and list all properties of IP 10.29.29.29,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
"All fields please, for IP 192.168.254.254",all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Display details tied to 10.30.30.30,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Reveal all logs for 192.168.253.253,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Retrieve host profile for IP 10.31.31.31,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
Show complete host metrics for 192.168.252.252,all_info,"CVE, Severity, Protocol, Port, Synopsis, Description, Solution, MAC Address , Risk Factor, Lab name, BU"
List all assets of lab2.,lab2_assets,"Lab name, IP Address"
Show me all assets of lab2.,lab2_assets,"Lab name, IP Address"
What are the assets of lab2?,lab2_assets,"Lab name, IP Address"
Provide all assets of lab2.,lab2_assets,"Lab name, IP Address"
Display all assets of lab2.,lab2_assets,"Lab name, IP Address"
Give me a list of all assets in lab2.,lab2_assets,"Lab name, IP Address"
Retrieve all assets of lab2.,lab2_assets,"Lab name, IP Address"
Fetch all assets of lab2.,lab2_assets,"Lab name, IP Address"
Can you list all assets in lab2?,lab2_assets,"Lab name, IP Address"
I need all assets of lab2.,lab2_assets,"Lab name, IP Address"
Show the complete list of assets in lab2.,lab2_assets,"Lab name, IP Address"
Enumerate all assets of lab2.,lab2_assets,"Lab name, IP Address"
Present all assets of lab2.,lab2_assets,"Lab name, IP Address"
Tell me all assets of lab2.,lab2_assets,"Lab name, IP Address"
What are the complete assets of lab2?,lab2_assets,"Lab name, IP Address"
Output all assets of lab2.,lab2_assets,"Lab name, IP Address"
Generate a list of all assets in lab2.,lab2_assets,"Lab name, IP Address"
Can you provide all assets of lab2?,lab2_assets,"Lab name, IP Address"
I want to see all assets in lab2.,lab2_assets,"Lab name, IP Address"
Bring up all assets of lab2.,lab2_assets,"Lab name, IP Address"
Summarize all assets in lab2.,lab2_assets,"Lab name, IP Address"
Extract all assets of lab2.,lab2_assets,"Lab name, IP Address"
Pull all assets of lab2.,lab2_assets,"Lab name, IP Address"
Return all assets of lab2.,lab2_assets,"Lab name, IP Address"
Send me all assets of lab2.,lab2_assets,"Lab name, IP Address"
Print all assets of lab2.,lab2_assets,"Lab name, IP Address"
Mention all assets of lab2.,lab2_assets,"Lab name, IP Address"
Load all assets of lab2.,lab2_assets,"Lab name, IP Address"
Bring me all assets of lab2.,lab2_assets,"Lab name, IP Address"
Share all assets of lab2.,lab2_assets,"Lab name, IP Address"
Let me know all assets of lab2.,lab2_assets,"Lab name, IP Address"
Display the entire asset list of lab2.,lab2_assets,"Lab name, IP Address"
Can I get a list of all assets in lab2?,lab2_assets,"Lab name, IP Address"
Help me find all assets of lab2.,lab2_assets,"Lab name, IP Address"
Give details on all assets of lab2.,lab2_assets,"Lab name, IP Address"
What is the inventory of lab2?,lab2_assets,"Lab name, IP Address"
What items are present in lab2?,lab2_assets,"Lab name, IP Address"
What resources does lab2 have?,lab2_assets,"Lab name, IP Address"
Tell me about the available assets in lab2.,lab2_assets,"Lab name, IP Address"
Show me the asset database of lab2.,lab2_assets,"Lab name, IP Address"
Retrieve the asset information of lab2.,lab2_assets,"Lab name, IP Address"
Provide a report on all assets of lab2.,lab2_assets,"Lab name, IP Address"
Do you have data on all assets of lab2?,lab2_assets,"Lab name, IP Address"
I need a breakdown of assets in lab2.,lab2_assets,"Lab name, IP Address"
Can you pull up the list of assets in lab2?,lab2_assets,"Lab name, IP Address"
Where can I find all assets of lab2?,lab2_assets,"Lab name, IP Address"
Display lab2's asset catalog.,lab2_assets,"Lab name, IP Address"
What’s in lab2 in terms of assets?,lab2_assets,"Lab name, IP Address"
List down all assets present in lab2.,lab2_assets,"Lab name, IP Address"
Compile a list of assets in lab2.,lab2_assets,"Lab name, IP Address"
Show a catalog of all assets in lab2.,lab2_assets,"Lab name, IP Address"
What are the available assets in lab2?,lab2_assets,"Lab name, IP Address"
Give me an overview of assets in lab2.,lab2_assets,"Lab name, IP Address"
Provide a summary of all assets in lab2.,lab2_assets,"Lab name, IP Address"
Show me what assets are in lab2.,lab2_assets,"Lab name, IP Address"
Find and list all assets in lab2.,lab2_assets,"Lab name, IP Address"
Can you give me the asset list of lab2?,lab2_assets,"Lab name, IP Address"
Gather all asset details of lab2.,lab2_assets,"Lab name, IP Address"
Show me the full asset registry of lab2.,lab2_assets,"Lab name, IP Address"
What does lab2 have in terms of assets?,lab2_assets,"Lab name, IP Address"
Do you have a record of all assets in lab2?,lab2_assets,"Lab name, IP Address"
Load the asset inventory of lab2.,lab2_assets,"Lab name, IP Address"
Look up all assets in lab2.,lab2_assets,"Lab name, IP Address"
Show me the registered assets of lab2.,lab2_assets,"Lab name, IP Address"
Pull up the asset records of lab2.,lab2_assets,"Lab name, IP Address"
I want details of all assets in lab2.,lab2_assets,"Lab name, IP Address"
Show me lab2’s asset holdings.,lab2_assets,"Lab name, IP Address"
List all equipment and items in lab2.,lab2_assets,"Lab name, IP Address"
Fetch me lab2’s assets.,lab2_assets,"Lab name, IP Address"
I need to see the full asset list for lab2.,lab2_assets,"Lab name, IP Address"
Give me the complete asset details of lab2.,lab2_assets,"Lab name, IP Address"
Provide me with all asset records of lab2.,lab2_assets,"Lab name, IP Address"
What’s the total asset count in lab2?,lab2_assets,"Lab name, IP Address"
Show me the equipment available in lab2.,lab2_assets,"Lab name, IP Address"
Retrieve information on lab2’s assets.,lab2_assets,"Lab name, IP Address"
List everything in lab2’s asset database.,lab2_assets,"Lab name, IP Address"
How many assets does lab2 have?,lab2_assets,"Lab name, IP Address"
Display all recorded assets in lab2.,lab2_assets,"Lab name, IP Address"
What’s listed under lab2’s assets?,lab2_assets,"Lab name, IP Address"
Find me all asset-related data for lab2.,lab2_assets,"Lab name, IP Address"
Generate a summary of lab2’s assets.,lab2_assets,"Lab name, IP Address"
Show an asset report for lab2.,lab2_assets,"Lab name, IP Address"
Can you present the full asset list of lab2?,lab2_assets,"Lab name, IP Address"
What assets are stored in lab2?,lab2_assets,"Lab name, IP Address"
Display lab2’s stored assets.,lab2_assets,"Lab name, IP Address"
Provide me a document of lab2’s assets.,lab2_assets,"Lab name, IP Address"
Tell me what belongs to lab2.,lab2_assets,"Lab name, IP Address"
Generate an asset overview for lab2.,lab2_assets,"Lab name, IP Address"
What does lab2 own in terms of assets?,lab2_assets,"Lab name, IP Address"
What equipment is housed in lab2?,lab2_assets,"Lab name, IP Address"
List all asset names in lab2.,lab2_assets,"Lab name, IP Address"
Find all assets associated with lab2.,lab2_assets,"Lab name, IP Address"
Identify all assets of lab2.,lab2_assets,"Lab name, IP Address"
What does the asset record of lab2 show?,lab2_assets,"Lab name, IP Address"
Get me the asset log for lab2.,lab2_assets,"Lab name, IP Address"
What does the lab2 asset sheet contain?,lab2_assets,"Lab name, IP Address"
Look into the stored assets in lab2.,lab2_assets,"Lab name, IP Address"
Show me every recorded asset in lab2.,lab2_assets,"Lab name, IP Address"
Do a complete search for lab2 assets.,lab2_assets,"Lab name, IP Address"
Give me lab2’s asset register.,lab2_assets,"Lab name, IP Address"
Show me vulnerability counts for lab1 and lab2 by severity.,labwise_vulnerability,"Lab name, Severity"
"Give me the number of low, high, and critical vulnerabilities in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
"How many critical, high, and low vulnerabilities does lab1 have? What about lab2?",labwise_vulnerability,"Lab name, Severity"
List vulnerabilities by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"Provide a count of low, high, and critical vulnerabilities in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Count the vulnerabilities in lab1 and lab2 separated by severity levels.,labwise_vulnerability,"Lab name, Severity"
What’s the breakdown of vulnerabilities by severity in lab1 and lab2?,labwise_vulnerability,"Lab name, Severity"
"Show the number of critical, high, and low vulnerabilities found in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Give a summary of vulnerabilities by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Tell me how many vulnerabilities of each severity exist in lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
List the count of vulnerabilities in lab1 and lab2 for each severity type.,labwise_vulnerability,"Lab name, Severity"
Provide vulnerability statistics for lab1 and lab2 grouped by severity.,labwise_vulnerability,"Lab name, Severity"
"Display vulnerability counts of lab1 and lab2 categorized by low, high, and critical.",labwise_vulnerability,"Lab name, Severity"
"What are the counts of critical, high, and low vulnerabilities in lab1 and lab2?",labwise_vulnerability,"Lab name, Severity"
How many vulnerabilities are there in lab1 and lab2 for each severity level?,labwise_vulnerability,"Lab name, Severity"
"Give me the total count of low, high, and critical vulnerabilities in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Report vulnerabilities in lab1 and lab2 by severity.,labwise_vulnerability,"Lab name, Severity"
Show the vulnerability severity distribution for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Give me a vulnerability count report for lab1 and lab2 by severity.,labwise_vulnerability,"Lab name, Severity"
Tell me the number of vulnerabilities in lab1 and lab2 classified by severity.,labwise_vulnerability,"Lab name, Severity"
"List all vulnerabilities in lab1 and lab2, sorted by low, high, and critical.",labwise_vulnerability,"Lab name, Severity"
Provide a detailed count of vulnerabilities by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"What is the number of critical, high, and low vulnerabilities in lab1 and lab2?",labwise_vulnerability,"Lab name, Severity"
"How many low, high, and critical vulnerabilities are in lab1 and lab2?",labwise_vulnerability,"Lab name, Severity"
Show me a summary of vulnerabilities for lab1 and lab2 by severity.,labwise_vulnerability,"Lab name, Severity"
"Provide the vulnerability counts in lab1 and lab2 with severities low, high, critical.",labwise_vulnerability,"Lab name, Severity"
"Tell me the total vulnerabilities in lab1 and lab2, broken down by severity.",labwise_vulnerability,"Lab name, Severity"
Give the count of vulnerabilities for each severity in lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
List the number of vulnerabilities in lab1 and lab2 by criticality.,labwise_vulnerability,"Lab name, Severity"
Show vulnerabilities by severity level for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"How many vulnerabilities with critical, high, and low severity are present in lab1 and lab2?",labwise_vulnerability,"Lab name, Severity"
Provide vulnerability counts of lab1 and lab2 separated by severity levels.,labwise_vulnerability,"Lab name, Severity"
"Give me the count of low, high, and critical vulnerabilities in lab1 and lab2 labs.",labwise_vulnerability,"Lab name, Severity"
Show vulnerability severity counts for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
Count and show vulnerabilities by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"List critical, high, and low vulnerabilities in labs 1 and 2.",labwise_vulnerability,"Lab name, Severity"
Give a detailed report of vulnerability counts by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Provide the number of vulnerabilities for each severity in lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Show me how many vulnerabilities of each severity lab1 and lab2 have.,labwise_vulnerability,"Lab name, Severity"
"Tell me the number of critical, high, and low vulnerabilities found in labs 1 and 2.",labwise_vulnerability,"Lab name, Severity"
What are the vulnerability counts for lab1 and lab2 grouped by severity?,labwise_vulnerability,"Lab name, Severity"
Give me the vulnerability severity count for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
Show total vulnerabilities by severity in lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
List all vulnerabilities in lab1 and lab2 with their severity counts.,labwise_vulnerability,"Lab name, Severity"
"Provide a summary of critical, high, and low vulnerabilities in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
How many vulnerabilities are in lab1 and lab2 by severity?,labwise_vulnerability,"Lab name, Severity"
"Count the critical, high, and low vulnerabilities found in lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Tell me about vulnerabilities in labs 1 and 2 by severity level.,labwise_vulnerability,"Lab name, Severity"
Provide vulnerability counts for lab1 and lab2 broken down by severity.,labwise_vulnerability,"Lab name, Severity"
Show me the vulnerability numbers for labs 1 and 2 by severity.,labwise_vulnerability,"Lab name, Severity"
What’s the total count of vulnerabilities for each severity in lab1 and lab2?,labwise_vulnerability,"Lab name, Severity"
Give a breakdown of vulnerabilities in lab1 and lab2 by severity level.,labwise_vulnerability,"Lab name, Severity"
List vulnerabilities of all severity levels for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
"Tell me how many critical, high, and low vulnerabilities are there in labs 1 and 2.",labwise_vulnerability,"Lab name, Severity"
Provide a vulnerability severity summary for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Show me a count of vulnerabilities by severity for lab1 and lab2.,labwise_vulnerability,"Lab name, Severity"
Give the total number of vulnerabilities in labs 1 and 2 by severity.,labwise_vulnerability,"Lab name, Severity"
How many vulnerabilities exist in labs 1 and 2 for each severity type?,labwise_vulnerability,"Lab name, Severity"
"List counts of low, high, and critical vulnerabilities in labs 1 and 2.",labwise_vulnerability,"Lab name, Severity"
"Show me the critical, high, and low vulnerability counts for lab1 and lab2.",labwise_vulnerability,"Lab name, Severity"
Provide detailed vulnerability counts by severity for labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
Give a report of vulnerability counts for labs 1 and 2 by severity.,labwise_vulnerability,"Lab name, Severity"
How many vulnerabilities of each severity type are there in labs 1 and 2?,labwise_vulnerability,"Lab name, Severity"
Show the number of vulnerabilities in labs 1 and 2 broken down by severity.,labwise_vulnerability,"Lab name, Severity"
Provide counts of vulnerabilities in labs 1 and 2 categorized by severity.,labwise_vulnerability,"Lab name, Severity"
List vulnerability severity counts in labs 1 and 2.,labwise_vulnerability,"Lab name, Severity"
"Show the number of low, high, and critical vulnerabilities in labs 1 and 2.",labwise_vulnerability,"Lab name, Severity"
